hor,date,introduce,location,price,review,star
玛蒂娜罗斯布拉特, /2016-08-01,比史蒂夫·乔布斯、埃隆·马斯克更偏执的“科技狂人”，现实版“弗兰肯斯坦”，美国知名生物制药公司联合治疗公司创始人兼CEO——玛蒂娜·罗斯布拉特缔造不死未来的世纪争议之作！ 超越人类身体的物理界限，实现人类思维、意识永生不死！《虚拟人》通过思维文件、思维软件、思维克隆人及思维克隆技术等核心概念，向我们展现了一幅人类未来思维永生的大图景！ 驭势科技（北京）有限公司联合创始人兼CEO吴甘沙，Ehang亿航创始人兼CEO胡华智，清华大学心理学系主任、加州大学伯克利分校心理学系终身教授彭凯平，中国当代知名科幻作家、畅销书《三体》作者刘慈欣，中国科学院国家天文台研究员、中国科学院大学教授、“第十一届文津奖”获奖图书《星际穿越》译者苟利军，奇点大学校长、谷歌工程总监、畅销书《人工智能的未来》作者雷·库兹韦尔，人,浙江人民出版社,¥29.90,0条评论,width: 0%;

郑剑春, /2016-08-01,暂时没有内容,清华大学出版社,¥32.48,2条评论,width: 0%;

张重生, /2016-12-01,本书全面、系统地介绍深度学习相关的技术，所有章节均附有源程序，所有实验读者均可重现，具有高度的可操作性和实用性。,电子工业出版社,¥26.40,1条评论,width: 0%;

赵刚, /2013-09-01,,化学工业出版社,¥18.10,10条评论,width: 100%;

Fábio, /2017-08-01,神经网络已成为从大量原始的，看似无关的数据中提取有用知识的强大技术。 Java语言是用于实现神经网络的zui合适的工具之一，也是现阶段非常流行的编程语言之一，包含多种有助于开发的API和包，具有“一次编写，随处运行”的可移植性。本书完整地演示了使用Java开发神经网络的过程，既有非常基础的实例也有高级实例。首先，你将学习神经网络的基础知识、感知机及其特征。 然后，你将使用学到的概念来实现自组织映射网络。 此外，你还会了解一些应用，如天气预报、疾病诊断、客户特征分析和光学字符识别（OCR）等。 zui后，你将学习实时优化和自适应神经网络的方法。首先，你将学习神经网络的基础知识和它们的学习过程。 然后我们关注感知机及其特征。 接下来，您将使用您学到的概念实现自组织映射。 此外，您将了解一些应用，如天气预报，疾病诊,人民邮电出版社,¥41.30,0条评论,width: 0%;

程晨, /2013-01-01,,北京航空航天大学出版社,¥26.40,3条评论,width: 0%;

尚涛, /2009-01-01,,化学工业出版社,¥27.70,20条评论,width: 100%;

尼玛扎西, /2016-12-01,导语_点评_推荐词,科学出版社有限责任公司,¥77.40,3条评论,width: 0%;

李卫国, /2016-09-01,本书是工业智能新技术系列中的一本，基于智能硬件开发方向的一个产品，是一本可以边做边学的实用指南、智能家居DIY的必选教程。适合对机器人相关技术感兴趣的读者阅读，也适合作为普通高校相关专业的工程创新实训、课程设计、科研竞赛及实验指导教程。,人民邮电出版社,¥28.42,0条评论,width: 0%;

汪宁, /2011-05-01,汪宁等编著的《MATLAB与控制理论实验教程》以实验原理、实验任务和注意事项为主要内容，而实验方案、方法和步骤等可由学生根据自动控制理论的有关认识和老师的相关指导自己确定。实验过程中，要求学生自己设计完成实验，并通过分析总结实验结果，给出相关结论。采用这种方式，既有利于充分发挥学生的主观能动性，又有利于学生分析、解决问题和创新能力的提高。实验可根据教学要求和实验条件的不同在课堂上选做，部分实验可供学生课余时间进行扩展研究。实验包括MATI。AB实验、古典控制理论实验、现代控制理论实验。,机械工业出版社,¥15.80,22条评论,width: 0%;

魏巍, /2014-10-01,魏巍主编的《机器人技术入门》一书图文并茂，是一本实用性比较强的入门级图书。主要具有以下特点： 1、简化基础理论知识，注重图书的实用性和先进性。 2、介绍了机器人技术的基本原理，以及机器人发展历史、应用分类、技术特点、模型及控制等内容。 3、为了方便读者掌握机器人技术相关基础知识，介绍机器人组织结构的章节均附有相关实例。,化学工业出版社,¥38.70,60条评论,width: 90%;

薛安克, /2007-09-01,本书主要介绍了控制系统数学模型的建立、时域分析法、根轨迹法、频率响应法、控制系统的校正、离散控制系统、非线性控制系统分析、线性系统的状态空间描述与分析和李亚普诺夫稳定性分析，*后给出了一些控制系统设计的实例，以便提高本书的实用性。 本书可作为本科自动化及相关专业“自动控制理论”课程的教材，还可供从事自动化工作的科技人员作参考。,西安电子科技大学出版社,¥24.00,46条评论,width: 100%;

何正风, /2012-10-01,（1）以MATLAB/Simulink新版本为蓝本，深入介绍了Simulink实例建模与仿真技术。（2）以Simulink的仿真技术构成主线介绍了系统的仿真方法及其应用范围。（3）本书内容以浅到深。前几章系统介绍了MATLAB/Simulink建模仿真技术，*后一章总结性地介绍了MATLAB/Simulink建模仿真技术在各领域中的应用。,人民邮电出版社,¥38.30,31条评论,width: 100%;

David, /2018-01-01,概率图是什么？一种可视化概率模型的方法，有利于设计和开发新模型，在人工智能、机器学习和计算机视觉等领域应用广泛。读者可以从本书中学到哪些知识？·理解概率图模型的概念，为特定的问题选取特定的概率图模型。·调整模型参数，自动发现新的模型。·从简单到复杂，逐步理解贝叶斯模型的基本原理。·把标准的线性回归模型转换为强大的概率图模型。·理解当今产业界广泛使用的模型。·使用推断和近似推断算法，计算后验概率分布。本书是市场上基于R语言的概率图图书。异步社区提供配套代码下载，网址http://www.epubit.com.cn/book/details/4893。,人民邮电出版社,¥41.30,1条评论,width: 0%;

景维华, /2014-07-01,景维华、曹双编著的《机器人创新设计——基于慧鱼创意组合模型的机器人制作》以慧鱼模型为基础，希望帮助青少年爱好者踏入机器人创新制作的大门，培养青少年对科学与工程学科的兴趣，发掘青少年的创新潜能。 全书共6章，包括机器人介绍、机器人结构设计、机器人驱动装置、机器人控制系统、机器人编程设计和机器人创新设计。 本书可以作为青少年的自学教材，也可作为各学校、校外活动机构开展机器人教学的参考书籍。,清华大学出版社,¥35.96,4条评论,width: 0%;

韩旭明, /2013-06-01,,电子工业出版社,¥26.90,19条评论,width: 90%;

王桂荣,,,中国电力出版社,¥28.10,26条评论,width: 80%;

李福运, /2016-11-01,,北京航空航天大学出版社,¥13.70,21条评论,width: 0%;

颜全生, /2006-07-01,,中国劳动社会保障出版社,¥19.70,11条评论,width: 100%;

邓力, /2016-03-01,编辑推荐 深度学习是人工智能领域*近20年里*受瞩目的研究方向，近年来显著推动了语音、图像、自然语言理解、机器翻译，甚至是控制等众多技术方向的发展。本书原著作者微软研究院的邓力博士和俞栋博士是语音识别和深度学习方面的先驱之一，对于深度学习的进展有丰富的实践经验和深刻理解。这个学科处于快速进展之际，本书对当前的进展进行全景式系统性的梳理无疑是很有意义的，因为毕竟对于每一位读者，从这几年浩如烟海的论文中准确把握可以沉淀下来的进展是不容易的。谢磊教授受邓力博士之约在百忙之中对这本书进行翻译，对于深度学习在中国的发展具有重大意义。邓力博士和谢磊教授都是我所熟知的学者和好友。我相信，本书作为他们这次合作的成果，对于有志于了解和学习深度学习的中国读者会有极大的,机械工业出版社发行室,¥33.83,3条评论,width: 0%;

麦好, /2016-07-01,目 录?Contents推荐序前言第一部分 准备篇第1章机器学习发展及应用前景 21.1机器学习概述 21.1.1什么是机器学习 31.1.2机器学习的发展 31.1.3机器学习的未来 41.2机器学习应用前景 51.2.1数据分析与挖掘 51.2.2模式识别 61.2.3更广阔的领域 61.3小结 7第2章科学计算平台 82.1科学计算软件平台概述 92.1.1常用的科学计算软件 92.1.2本书使用的工程计算平台 102.2计算平台的配置 112.2.1Numpy等Python科学计算包的安装与配置 112.2.2OpenCV 安装与配置 142.2.3mlpy 安装与配置 142.2.4BeautifulSoup安装与配置 152.2.5Neurolab安装与配置 152.2.6R安装与配置 162.3小结 16第二部分 基础篇第3章计算平台应用实例 183.1Python计算平台简介及应用实例 183.1.1Python语言基础 183.1.2Numpy库 293.1.3pylab、matplotlib绘图 363.1.4图像基础 383.1.5图像融合与图像镜像 463.1.6图像灰度化与图像加噪 483.1.7声音基础 513.,机械工业出版社,¥59.70,0条评论,width: 0%;

乐卡机器人创新培养丛书编委会, /2016-07-01,《奇妙机器人之旅 机械镇危机》讲述了一个引人入胜的故事，使用孩子们喜爱的绘本阅读的方式，在故事中设置了不同的机器人编程设计的任务，将二维码和APP教学课程紧密联系到一起，让小读者们在绘本中随着小主人公们一起漫游闯关，完成一系列的考验，从而引导他们更好地理解任务，学习相关机器人编程的知识，编写相应的程序，从而控制实际机器人的动作等。本书适合小学阶段机器人相关课程使用。,清华大学出版社,¥20.80,9条评论,width: 100%;

孟祥旭, /2010-07-01,由孟祥旭编著的《人机交互基础教程(第2版重点大学计算机专业系列教材普通高等教育十一五***规划教材)》介绍人机交互基本知识，主要包括人机交互的相关概念，与人机交互相关的感知和认知的基本知识，各种交互设备及其工作原理，人机交互技术，人机界面设计方法及其表示模型和实现方法，web 界面、移动界面这两类特殊人机界面的设计方法、工具和技术，以及可用性分析与评估方法。读者通过本书的学习，可以快速掌握人机交互的基本知识和交互技术，能够学以致用。 本书可作为计算机相关专业的本科生教材，也可作为工程技术人员的参考书和对人机交互技术感兴趣的读者的自学用书。,清华大学出版社,¥25.30,44条评论,width: 100%;

赵志诚, /2012-09-01,,电子工业出版社,¥27.50,74条评论,width: 100%;

居滋斗, /2011-07-01,,机械工业出版社,¥22.00,57条评论,width: 100%;

布拉科, /2015-07-01,,国防工业出版社,¥47.40,14条评论,width: 60%;

席剑辉, /2012-05-01,,国防工业出版社,¥23.60,48条评论,width: 100%;

吴晓燕, /2008-07-01,,西安电子科技大学出版社,¥26.80,5条评论,width: 80%;

俞阿龙, /2010-02-01,,南京大学出版社,¥26.80,1条评论,width: 0%;

郑世杰, /2014-11-01,,国防工业出版社,¥28.40,25条评论,width: 100%;

加里·加伯, /2016-12-01,编辑推荐使用乐高MINDSTORMS EV3套装探索搭建和创造基于传感器的交互式机器人。本书是一本实用指南，将向你展示如何超越EV3套装中包含的基本教程，结合核心编程命令，同时提供逐步搭建说明，帮助你探索创造自己的机器人。你会学到：◎设计一个可实现良好导航的机器人◎通过主机器人控制多台机器人◎解密乐高开发的高级程序◎在设计中考虑重量和平衡问题◎使用机器人上的按钮校准传感器◎利用核心编程概念，例如循环、分支结构、计算、变量和数组◎使用比例和PID控制来增强程序相关图书：《玩转乐高——拓展EV3》,机械工业出版社,¥38.40,1条评论,width: 0%;
